Query,Document,Doc-Length,Ranking,Span,Min-Span,Normalized-Span,Normalized-Min-Span,Min-Distance,Ave-Distance,Max-Distance
NTCIR12-MathWiki-1,Froude_number.html,3855,PARTIALLY RELEVANT,0.0018158236057068742,0.0,0.00045395590142671856,0.0,0.0,0.0006052745352356247,0.0012970168612191958
NTCIR12-MathWiki-1,Green's_function_(many-body_theory).html,16451,RELEVANT,0.02285575344963832,0.0,0.0038092922416063865,0.0,0.0,0.005677466415415476,0.022612607136344297
NTCIR12-MathWiki-1,Hamiltonian_constraint.html,9198,PARTIALLY RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-1,Hamiltonian_constraint_of_LQG.html,18870,PARTIALLY RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-1,Harmonic_oscillator.html,10619,RELEVANT,0.02147094830021659,0.0,0.0030672783286023702,0.0,0.0,0.006309445333835578,0.01977587343441002
NTCIR12-MathWiki-1,Hodge_dual.html,12478,RELEVANT,0.021237377784901427,0.0,0.0015169555560643874,0.0,0.0,0.008808229757099767,0.021237377784901427
NTCIR12-MathWiki-1,Jerk_(physics).html,4005,RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-1,Joukowsky_transform.html,3351,RELEVANT,0.11578633243807819,0.0,0.004453320478387622,0.0,0.0,0.04925892768327862,0.11578633243807819
NTCIR12-MathWiki-1,Langmuir_probe.html,12867,PARTIALLY RELEVANT,0.0035750369161420686,0.0,0.000510719559448867,0.0,0.0,0.001321209295095982,0.0035750369161420686
NTCIR12-MathWiki-1,Lattice_problem.html,3743,RELEVANT,0.004007480630510286,0.0,0.0010018701576275716,0.0,0.0,0.002003740315255143,0.004007480630510286
NTCIR12-MathWiki-1,Least_squares_support_vector_machine.html,11687,PARTIALLY RELEVANT,0.03918884230341405,0.0,0.0030145263310318504,0.0,0.0,0.01625975680480686,0.034910584410028235
NTCIR12-MathWiki-1,Light_front_quantization.html,14671,PARTIALLY RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-1,List_of_common_physics_notations.html,1180,RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-1,Mahler_measure.html,4817,PARTIALLY RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-1,Mild-slope_equation.html,10571,RELEVANT,0.027528143032825653,0.0,0.002752814303282566,0.0,0.0,0.007958092895657931,0.027528143032825653
NTCIR12-MathWiki-1,Minimum_spanning_tree.html,3024,RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-1,Monin–Obukhov_similarity_theory.html,3328,RELEVANT,0.051382211538461536,0.0,0.0030224830316742082,0.0,0.0,0.019343449519230768,0.051382211538461536
NTCIR12-MathWiki-1,Motion_simulator.html,5555,PARTIALLY RELEVANT,0.00216021602160216,0.0,0.00054005400540054,0.0,0.0,0.00108010801080108,0.00216021602160216
NTCIR12-MathWiki-1,Multiple_zeta_function.html,22181,PARTIALLY RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-1,Natural_logarithm_of_2.html,8461,RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-1,Oblate_spheroidal_coordinates.html,9788,RELEVANT,0.014814058030241111,0.0,0.0008714151782494771,0.0,0.0,0.006562457430867729,0.014814058030241111
NTCIR12-MathWiki-1,P-adic_quantum_mechanics.html,5497,RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-1,Parameterized_post-Newtonian_formalism.html,8969,RELEVANT,0.011038019846136693,0.0,0.0027595049615341733,0.0,0.0,0.00732151484743747,0.011038019846136693
NTCIR12-MathWiki-1,Phase-locked_loop.html,10144,PARTIALLY RELEVANT,0.009266561514195583,0.0,0.0030888538380651944,0.0,0.0,0.004633280757097792,0.009266561514195583
NTCIR12-MathWiki-1,Propellant_mass_fraction.html,934,RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-1,Quantum_heat_engines_and_refrigerators.html,6363,PARTIALLY RELEVANT,0.0014144271570014145,0.0,0.0002828854314002829,0.0,0.0,0.0007072135785007072,0.0014144271570014145
NTCIR12-MathWiki-1,RLC_circuit.html,11096,RELEVANT,0.003695025234318673,0.0,0.0006158375390531122,0.0,0.0,0.0016422334374749659,0.003695025234318673
NTCIR12-MathWiki-1,Routhian_mechanics.html,23703,RELEVANT,0.007804919208539003,0.0,0.00039024596042695016,0.0,0.0,0.0026064738640678396,0.0076783529511032355
NTCIR12-MathWiki-1,Sallen–Key_topology.html,9232,RELEVANT,0.03054592720970537,0.0,0.0061091854419410745,0.0,0.0,0.015760398613518196,0.03054592720970537
NTCIR12-MathWiki-1,Schwarz–Christoffel_mapping.html,1576,RELEVANT,0.07614213197969544,0.0,0.005076142131979695,0.0,0.0,0.037558570870753615,0.07106598984771574
NTCIR12-MathWiki-1,Sea_state.html,2012,RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-1,Self-healing_hydrogels.html,2036,RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-1,Single-stage-to-orbit.html,4250,RELEVANT,0.023058823529411764,0.0,0.007686274509803921,0.0,0.0,0.011529411764705882,0.023058823529411764
NTCIR12-MathWiki-1,Slater-type_orbital.html,5910,RELEVANT,0.025380710659898477,0.0,0.002820078962210942,0.0,0.0,0.011590524534686971,0.025380710659898477
NTCIR12-MathWiki-1,Special_unitary_group.html,10290,PARTIALLY RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-1,Speed_of_sound.html,7132,PARTIALLY RELEVANT,0.0012619181155356142,0.0,0.0004206393718452047,0.0,0.0,0.0006309590577678071,0.0012619181155356142
NTCIR12-MathWiki-1,Stability_derivatives.html,4526,RELEVANT,0.0017675651789659744,0.0,0.000294594196494329,0.0,0.0,0.0013256738842244808,0.0017675651789659744
NTCIR12-MathWiki-1,STAR_model.html,2247,RELEVANT,0.07165109034267912,0.0,0.01791277258566978,0.0,0.0,0.03582554517133956,0.07165109034267912
NTCIR12-MathWiki-1,Stochastic_portfolio_theory.html,14522,RELEVANT,0.008194463572510673,0.0,0.0007449512338646067,0.0,0.0,0.0031653123995776526,0.008194463572510673
NTCIR12-MathWiki-1,Transmissibility_(structural_dynamics).html,229,RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-1,Trigonometry_in_Galois_fields.html,5695,RELEVANT,0.2479367866549605,0.0,0.009917471466198419,0.0,0.0,0.09639465012599341,0.2479367866549605
NTCIR12-MathWiki-1,Vibration.html,9781,RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-2,Additive_category.html,1354,PARTIALLY RELEVANT,0.007385524372230428,0.0,0.002461841457410143,0.0,0.0,0.003692762186115214,0.007385524372230428
NTCIR12-MathWiki-2,Associative_property.html,5807,RELEVANT,0.07973135870501119,0.016703977957637336,0.015946271741002237,0.005567992652545779,0.0,0.027552953332185295,0.06302738074737387
NTCIR12-MathWiki-2,Axiom_of_extensionality.html,1009,PARTIALLY RELEVANT,0.22001982160555006,0.0,0.018334985133795837,0.0,0.0,0.09814112016244048,0.22001982160555006
NTCIR12-MathWiki-2,Banach_bundle_(non-commutative_geometry).html,794,PARTIALLY RELEVANT,0.05163727959697733,0.0,0.005737475510775259,0.0,0.0,0.012437027707808565,0.028967254408060455
NTCIR12-MathWiki-2,BL_(logic).html,1612,RELEVANT,0.06017369727047146,0.0,0.006017369727047146,0.0,0.0,0.0268127929418252,0.056451612903225805
NTCIR12-MathWiki-2,Category_of_topological_vector_spaces.html,1010,NOT RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-2,Characterizations_of_the_category_of_topological_spaces.html,1574,PARTIALLY RELEVANT,0.16264294790343076,0.11308767471410419,0.03252858958068615,0.056543837357052096,0.11308767471410419,0.13786531130876747,0.16264294790343076
NTCIR12-MathWiki-2,Ciphertext_indistinguishability.html,1416,PARTIALLY RELEVANT,0.4103107344632768,0.009180790960451978,0.024135925556663346,0.0011475988700564972,0.0,0.09864479836353011,0.4103107344632768
NTCIR12-MathWiki-2,Class_logic.html,930,PARTIALLY RELEVANT,0.008602150537634409,0.0,0.002867383512544803,0.0,0.0,0.004301075268817204,0.008602150537634409
NTCIR12-MathWiki-2,Closeness_(mathematics).html,799,NOT RELEVANT,0.13016270337922403,0.0,0.008135168961201502,0.0,0.0,0.03471005423445974,0.07133917396745933
NTCIR12-MathWiki-2,Combinatory_logic.html,3204,PARTIALLY RELEVANT,0.008426966292134831,0.003433208489388265,0.001053370786516854,0.0011444028297960883,0.0,0.0037085995446867887,0.008426966292134831
NTCIR12-MathWiki-2,Commutative_property.html,2737,RELEVANT,0.08768724881256851,0.08768724881256851,0.029229082937522834,0.029229082937522834,0.0,0.05845816587504567,0.08768724881256851
NTCIR12-MathWiki-2,Computation_tree_logic.html,6168,RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-2,Contraposition.html,1890,RELEVANT,0.1402116402116402,0.0,0.009347442680776015,0.0,0.0,0.059704184704184704,0.1402116402116402
NTCIR12-MathWiki-2,Crystal_base.html,5483,NOT RELEVANT,0.04741929600583622,0.0,0.003951608000486352,0.0,0.0,0.0116724420937443,0.04559547692868868
NTCIR12-MathWiki-2,Deductive_lambda_calculus.html,11416,RELEVANT,0.02890679747722495,0.0,0.004129542496746422,0.0,0.0,0.01458479327259986,0.02890679747722495
NTCIR12-MathWiki-2,Direct_sum.html,2685,PARTIALLY RELEVANT,0.2472998137802607,0.0,0.015456238361266294,0.0,0.0,0.08685965803284239,0.24581005586592178
NTCIR12-MathWiki-2,Direct_sum_of_modules.html,3930,NOT RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-2,Distributive_property.html,4242,RELEVANT,0.08863743517208864,0.04031117397454031,0.007386452931007387,0.010077793493635077,0.0,0.035003886489035005,0.08863743517208864
NTCIR12-MathWiki-2,Exclusive_or.html,3712,RELEVANT,0.25592672413793105,0.00026939655172413793,0.007997710129310345,6.734913793103448e-05,0.0,0.06290869083174948,0.25592672413793105
NTCIR12-MathWiki-2,Exportation_(logic).html,754,RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-2,FO_(complexity).html,4230,PARTIALLY RELEVANT,0.12695035460992907,0.0,0.025390070921985818,0.0,0.0,0.06371158392434988,0.12695035460992907
NTCIR12-MathWiki-2,Functional_completeness.html,1241,PARTIALLY RELEVANT,0.017727639000805803,0.0,0.004431909750201451,0.0,0.0,0.0077894171367177,0.017727639000805803
NTCIR12-MathWiki-2,General_frame.html,4045,RELEVANT,0.10778739184177998,0.005438813349814586,0.026946847960444994,0.002719406674907293,0.005438813349814586,0.05702513391017717,0.1023485784919654
NTCIR12-MathWiki-2,Help:Displaying_a_formula.html,26698,PARTIALLY RELEVANT,0.11813618997677729,0.011648812645141959,0.003375319713622208,0.003882937548380653,0.0,0.046265414257650246,0.11304217544385348
NTCIR12-MathWiki-2,Homomorphic_signatures_for_network_coding.html,7372,NOT RELEVANT,0.028350515463917526,0.0,0.009450171821305843,0.0,0.0,0.014175257731958763,0.028350515463917526
NTCIR12-MathWiki-2,Holder's_inequality.html,17632,NOT RELEVANT,0.01247731397459165,0.0,0.0017824734249416645,0.0,0.0,0.002164624924379915,0.012307168784029038
NTCIR12-MathWiki-2,Implementation_of_mathematics_in_set_theory.html,15539,NOT RELEVANT,0.17948387927151038,0.0,0.003739247484823133,0.0,0.0,0.07930116928793471,0.1785185661883004
NTCIR12-MathWiki-2,Inductive_probability.html,18699,PARTIALLY RELEVANT,0.12337558158190277,0.0,0.0019583425647921077,0.0,0.0,0.013239947082293346,0.08278517567784373
NTCIR12-MathWiki-2,List_of_logic_symbols.html,926,RELEVANT,0.27213822894168466,0.0,0.04535637149028078,0.0,0.0,0.12095032397408208,0.27213822894168466
NTCIR12-MathWiki-2,Locus_(mathematics).html,1418,PARTIALLY RELEVANT,0.05218617771509168,0.05148095909732017,0.01304654442877292,0.01716031969910672,0.0,0.04146685472496474,0.05218617771509168
NTCIR12-MathWiki-2,Logical_biconditional.html,1568,RELEVANT,0.15051020408163265,0.0006377551020408163,0.003859236002093145,0.00015943877551020407,0.0,0.04043822886297376,0.15051020408163265
NTCIR12-MathWiki-2,Logical_conjunction.html,1325,PARTIALLY RELEVANT,0.23471698113207548,0.0007547169811320754,0.0034517203107658156,0.00018867924528301886,0.0,0.08022985171217209,0.23471698113207548
NTCIR12-MathWiki-2,Logical_disjunction.html,1286,RELEVANT,0.22939346811819597,0.003110419906687403,0.0038880248833592537,0.0007776049766718507,0.0,0.07371540687794177,0.22939346811819597
NTCIR12-MathWiki-2,Material_conditional.html,2025,RELEVANT,0.2607407407407407,0.0,0.020056980056980055,0.0,0.0,0.11299039780521261,0.2607407407407407
NTCIR12-MathWiki-2,Material_implication_(rule_of_inference).html,430,RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-2,Metric_space.html,9432,PARTIALLY RELEVANT,0.1987913486005089,0.19868532654792198,0.03313189143341815,0.049671331636980495,0.0,0.12231682651529979,0.1987913486005089
NTCIR12-MathWiki-2,Monoidal_t-norm_logic.html,4220,RELEVANT,0.0895734597156398,0.05924170616113744,0.004071520896165446,0.01481042654028436,0.0,0.03841232227488151,0.07843601895734598
NTCIR12-MathWiki-2,Normal_form_for_free_groups_and_free_product_of_groups.html,3941,NOT RELEVANT,0.04592742958639939,0.0,0.0030618286390932926,0.0,0.0,0.017122557726465364,0.04592742958639939
NTCIR12-MathWiki-2,Propositional_calculus.html,14780,RELEVANT,0.20683355886332883,0.0,0.009401525402878584,0.0,0.0,0.05459705307472561,0.1453315290933694
NTCIR12-MathWiki-2,Quantum_refereed_game.html,5454,PARTIALLY RELEVANT,0.1057939127246058,0.0,0.004408079696858575,0.0,0.0,0.053013634696803015,0.08599193252658599
NTCIR12-MathWiki-2,Racks_and_quandles.html,1916,RELEVANT,0.18528183716075156,0.0,0.008421901689125072,0.0,0.0,0.0809526425667509,0.1837160751565762
NTCIR12-MathWiki-2,Randolph_diagram.html,992,RELEVANT,0.017137096774193547,0.0,0.0021421370967741934,0.0,0.0,0.007686491935483871,0.017137096774193547
NTCIR12-MathWiki-2,Recession_cone.html,1458,NOT RELEVANT,0.012345679012345678,0.0,0.0017636684303350971,0.0,0.0,0.005349794238683128,0.012345679012345678
NTCIR12-MathWiki-2,Separoid.html,901,RELEVANT,0.02885682574916759,0.005549389567147614,0.007214206437291898,0.001849796522382538,0.0,0.01265260821309656,0.02885682574916759
NTCIR12-MathWiki-2,Sequent_calculus.html,9850,PARTIALLY RELEVANT,0.1683248730964467,0.04548223350253807,0.007318472743323769,0.015160744500846025,0.0,0.07162886332969222,0.1551269035532995
NTCIR12-MathWiki-2,Sheffer_stroke.html,1082,PARTIALLY RELEVANT,0.3456561922365989,0.2809611829944547,0.013294468932176881,0.07024029574861368,0.0,0.0953138019212167,0.3456561922365989
NTCIR12-MathWiki-2,Skew_lattice.html,9796,NOT RELEVANT,0.14301755818701511,0.0,0.0029187256772860225,0.0,0.0,0.04601206964416438,0.14301755818701511
NTCIR12-MathWiki-2,Squashed_entanglement.html,3700,NOT RELEVANT,0.1154054054054054,0.0,0.003497133497133497,0.0,0.0,0.030527462946817786,0.09297297297297297
NTCIR12-MathWiki-2,Tarski's_theorem_about_choice.html,913,PARTIALLY RELEVANT,0.11171960569550932,0.0,0.009309967141292442,0.0,0.0,0.030170267848252514,0.06352683461117196
NTCIR12-MathWiki-2,Tautology_(logic).html,3335,RELEVANT,0.22878560719640179,0.0,0.009151424287856072,0.0,0.0,0.1043608630467375,0.22878560719640179
NTCIR12-MathWiki-2,Tautology_(rule_of_inference).html,478,RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-2,Topological_tensor_product.html,2746,PARTIALLY RELEVANT,0.09104151493080845,0.0,0.002276037873270211,0.0,0.0,0.030248543335761106,0.09104151493080845
NTCIR12-MathWiki-2,Trace_inequalities.html,8567,PARTIALLY RELEVANT,0.08952959028831563,0.0,0.0037303995953464845,0.0,0.0,0.03778908958034115,0.0892961363371075
NTCIR12-MathWiki-2,Truth_table.html,2231,RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-2,Unbounded_operator.html,6909,PARTIALLY RELEVANT,0.03734259661311333,0.0,0.007468519322622666,0.0,0.0,0.018490374873353598,0.03734259661311333
NTCIR12-MathWiki-2,Well-quasi-ordering.html,2583,PARTIALLY RELEVANT,0.1711188540456833,0.0,0.042779713511420826,0.0,0.0,0.05781391147244806,0.1711188540456833
NTCIR12-MathWiki-3,Algebraic_normal_form.html,2995,RELEVANT,0.08113522537562605,0.08113522537562605,0.027045075125208682,0.027045075125208682,0.0,0.054090150250417364,0.08113522537562605
NTCIR12-MathWiki-3,Anti-unification_(computer_science).html,5127,PARTIALLY RELEVANT,0.1273649307587283,0.0,0.006703417408354122,0.0,0.0,0.05816209875014059,0.1273649307587283
NTCIR12-MathWiki-3,Bicomplex_number.html,5125,RELEVANT,0.04,0.0,0.006666666666666666,0.0,0.0,0.014527716186252771,0.04
NTCIR12-MathWiki-3,Cardinality_of_the_continuum.html,3872,NOT RELEVANT,0.1474690082644628,0.0,0.01843362603305785,0.0,0.0,0.022727272727272728,0.12370867768595041
NTCIR12-MathWiki-3,Carry-lookahead_adder.html,3799,PARTIALLY RELEVANT,0.0826533298236378,0.0,0.0025046463582920546,0.0,0.0,0.037238323454750644,0.0826533298236378
NTCIR12-MathWiki-3,Communication_complexity.html,5638,PARTIALLY RELEVANT,0.000177367860943597,0.000177367860943597,5.912262031453234e-05,8.86839304717985e-05,0.0,8.86839304717985e-05,0.000177367860943597
NTCIR12-MathWiki-3,Complexification_(Lie_group).html,7178,RELEVANT,0.12287545277235999,0.0,0.00877681805516857,0.0,0.0,0.023469147180487385,0.09556979660072444
NTCIR12-MathWiki-3,Computable_number.html,3024,NOT RELEVANT,0.005621693121693121,0.0,0.0007027116402116402,0.0,0.0,0.002728174603174603,0.005621693121693121
NTCIR12-MathWiki-3,Deductive_lambda_calculus.html,11416,NOT RELEVANT,0.02890679747722495,0.0,0.004129542496746422,0.0,0.0,0.01458479327259986,0.02890679747722495
NTCIR12-MathWiki-3,Differential_equations_of_addition.html,462,RELEVANT,0.017316017316017316,0.0,0.005772005772005772,0.0,0.0,0.008658008658008658,0.017316017316017316
NTCIR12-MathWiki-3,Dilation_(morphology).html,1774,PARTIALLY RELEVANT,0.08793686583990981,0.0,0.0026647535103002974,0.0,0.0,0.029184357184549082,0.08793686583990981
NTCIR12-MathWiki-3,Direct_sum.html,2685,RELEVANT,0.2472998137802607,0.0,0.007728119180633147,0.0,0.0,0.07574613719865117,0.24581005586592178
NTCIR12-MathWiki-3,Direct_sum_of_modules.html,3930,RELEVANT,0.11806615776081425,0.0,0.014758269720101781,0.0,0.0,0.04702290076335878,0.11806615776081425
NTCIR12-MathWiki-3,Divisibility_(ring_theory).html,460,NOT RELEVANT,0.10434782608695652,0.0,0.013043478260869565,0.0,0.0,0.05072463768115942,0.10434782608695652
NTCIR12-MathWiki-3,Evidence-based_subjective_logic.html,3642,PARTIALLY RELEVANT,0.07770455793520044,0.047226798462383306,0.0070640507213818576,0.023613399231191653,0.047226798462383306,0.06749038989566172,0.07770455793520044
NTCIR12-MathWiki-3,Exclusive_or.html,3712,RELEVANT,0.28771551724137934,0.0,0.007017451640033642,0.0,0.0,0.10412678465566644,0.28771551724137934
NTCIR12-MathWiki-3,Ext_functor.html,3726,PARTIALLY RELEVANT,0.09286097691894793,0.0024154589371980675,0.005462410406996937,0.0008051529790660225,0.0,0.019531452911537066,0.06011808910359635
NTCIR12-MathWiki-3,Gyrovector_space.html,5937,RELEVANT,0.00067374094660603,0.0,0.00022458031553534332,0.0,0.0,0.000336870473303015,0.00067374094660603
NTCIR12-MathWiki-3,Hyperfunction.html,3471,NOT RELEVANT,0.024200518582541054,0.0,0.003457216940363008,0.0,0.0,0.011860174781523096,0.024200518582541054
NTCIR12-MathWiki-3,Hyperoperation.html,9228,NOT RELEVANT,0.10511486779367143,0.0,0.0011810659302659713,0.0,0.0,0.03787687994161962,0.0788903337667967
NTCIR12-MathWiki-3,Knuth's_up-arrow_notation.html,10849,NOT RELEVANT,0.043045441976219005,0.0,0.0009783054994595228,0.0,0.0,0.013532909283669722,0.03908194303622454
NTCIR12-MathWiki-3,Logic_gate.html,2178,RELEVANT,0.09917355371900827,0.0,0.004507888805409466,0.0,0.0,0.034709657087279466,0.09917355371900827
NTCIR12-MathWiki-3,Mathematical_morphology.html,4881,RELEVANT,0.099160008195042,0.0,0.0015993549708877741,0.0,0.0,0.031589793284551894,0.09895513214505225
NTCIR12-MathWiki-3,Max-plus_algebra.html,1310,RELEVANT,0.11526717557251909,0.0,0.0036020992366412215,0.0,0.0,0.04862193652069104,0.11526717557251909
NTCIR12-MathWiki-3,Monoidal_functor.html,1800,NOT RELEVANT,0.09666666666666666,0.0,0.0064444444444444445,0.0,0.0,0.029841269841269842,0.06333333333333334
NTCIR12-MathWiki-3,Moore–Penrose_pseudoinverse.html,9677,PARTIALLY RELEVANT,0.10457786504081844,0.0014467293582721918,0.004357411043367435,0.0007233646791360959,0.0014467293582721918,0.047728589978029486,0.09331404360855637
NTCIR12-MathWiki-3,Multiple_zeta_function.html,22181,NOT RELEVANT,0.023218069518957666,0.0,0.0005159571004212815,0.0,0.0,0.005853699521703669,0.021640142464271223
NTCIR12-MathWiki-3,Narrowing_of_algebraic_value_sets.html,29337,NOT RELEVANT,0.00027269318607901283,0.0,9.089772869300427e-05,0.0,0.0,0.00013634659303950642,0.00027269318607901283
NTCIR12-MathWiki-3,Pfaffian.html,5386,PARTIALLY RELEVANT,0.052357965094689936,0.001856665428889714,0.006544745636836242,0.0006188884762965714,0.0,0.024158493698259103,0.04196063869290754
NTCIR12-MathWiki-3,Planar_ternary_ring.html,3556,PARTIALLY RELEVANT,0.10404949381327334,0.03374578177727784,0.00452389103535971,0.00562429696287964,0.0,0.04764277882986146,0.10404949381327334
NTCIR12-MathWiki-3,Projectively_extended_real_line.html,5357,NOT RELEVANT,0.053761433638230355,0.0,0.002443701529010471,0.0,0.0,0.02464720696645478,0.03845435878290088
NTCIR12-MathWiki-3,Pythagorean_addition.html,542,RELEVANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTCIR12-MathWiki-3,Racks_and_quandles.html,1916,NOT RELEVANT,0.18528183716075156,0.0,0.008421901689125072,0.0,0.0,0.0809526425667509,0.1837160751565762
NTCIR12-MathWiki-3,Schnirelmann_density.html,4269,PARTIALLY RELEVANT,0.09697821503865074,0.0,0.003344076380643129,0.0,0.0,0.025168764241146533,0.09697821503865074
NTCIR12-MathWiki-3,Schur_product_theorem.html,4375,NOT RELEVANT,0.005257142857142857,0.0,0.0006571428571428571,0.0,0.0,0.0026285714285714285,0.005257142857142857
NTCIR12-MathWiki-3,Spin_connection.html,5740,NOT RELEVANT,0.06428571428571428,0.0,0.0011688311688311688,0.0,0.0,0.016456962188669506,0.05435540069686411
NTCIR12-MathWiki-3,Split-biquaternion.html,1525,PARTIALLY RELEVANT,0.0013114754098360656,0.0,0.0003278688524590164,0.0,0.0,0.0005245901639344263,0.0013114754098360656
NTCIR12-MathWiki-3,Squashed_entanglement.html,3700,NOT RELEVANT,0.1154054054054054,0.0,0.003497133497133497,0.0,0.0,0.030527462946817786,0.09297297297297297
NTCIR12-MathWiki-3,Symmetric_difference.html,5087,PARTIALLY RELEVANT,0.07705917043444073,0.00039315903282877927,0.0025686390144813577,6.55265054714632e-05,0.0,0.026930295539182473,0.07705917043444073
NTCIR12-MathWiki-3,Tensor_product.html,13489,NOT RELEVANT,0.10623470976351101,0.0,0.003934618880130037,0.0,0.0,0.013125921532771558,0.09185262065386611
NTCIR12-MathWiki-3,Tseitin_transformation.html,7715,PARTIALLY RELEVANT,0.033830200907323395,0.0,0.0017805368898591262,0.0,0.0,0.020427738172391446,0.0322747893713545
NTCIR12-MathWiki-3,Unbounded_operator.html,6909,RELEVANT,0.03734259661311333,0.0,0.007468519322622666,0.0,0.0,0.018490374873353598,0.03734259661311333
NTCIR12-MathWiki-3,Universal_hashing.html,8785,RELEVANT,0.038474672737620945,0.0,0.003206222728135079,0.0,0.0,0.023883686035080457,0.03836084234490609
NTCIR12-MathWiki-3,XOR_swap_algorithm.html,2109,RELEVANT,0.03698435277382646,0.0,0.0007705073494547179,0.0,0.0,0.013368734345257968,0.03698435277382646
NTCIR12-MathWiki-3,Yao's_Millionaires'_Problem.html,2886,PARTIALLY RELEVANT,0.13582813582813583,0.0,0.011319011319011318,0.0,0.0,0.05897002772002772,0.13582813582813583
NTCIR12-MathWiki-4,2_×_2_real_matrices.html,2595,RELEVANT,0.21078998073217725,0.0,0.011710554485120959,0.0,0.0,0.08908895595682643,0.21078998073217725
