Query,Document,Doc-Length,Ranking,Span,Min-Span,Normalized-Span,Normalized-Min-Span,Min-Distance,Ave-Distance,Max-Distance
NTCIR12-MathWiki-5,Elliptic_integral.html,13099,PARTIALLY RELEVANT,0.8930452706313459,0.0006870753492633025,0.052532074743020345,0.00034353767463165126,0.0006870753492633025,0.2627419759414568,0.8718222765096573
NTCIR12-MathWiki-5,Eshkol-Wachman_movement_notation.html,3169,NOT RELEVANT,0.991479962133165,0.0006311139160618492,0.008547241052872112,0.0003155569580309246,0.0006311139160618492,0.3446570469606128,0.94540864626065
NTCIR12-MathWiki-5,Forces_on_sails.html,31156,NOT RELEVANT,0.8647772499679035,0.024906920015406342,0.10809715624598794,0.012453460007703171,0.024906920015406342,0.3214469123122352,0.7237129284888946
NTCIR12-MathWiki-5,Four-vector.html,18710,PARTIALLY RELEVANT,0.9522180652057723,0.0003741314804917157,0.028855092885023404,0.00018706574024585784,0.0003741314804917157,0.4224071866134934,0.91309460181721
NTCIR12-MathWiki-5,Fourier_series.html,17783,NOT RELEVANT,0.9868413653489287,0.06421863577574087,0.05804949207934875,0.032109317887870435,0.06421863577574087,0.24506149532860438,0.7243997075858967
NTCIR12-MathWiki-5,Frobenius_solution_to_the_hypergeometric_equation.html,54580,PARTIALLY RELEVANT,0.5405459875412238,0.5405459875412238,0.2702729937706119,0.2702729937706119,0.5405459875412238,0.5405459875412238,0.5405459875412238
NTCIR12-MathWiki-5,Function_application.html,598,NOT RELEVANT,0.8963210702341137,0.24749163879598662,0.17926421404682275,0.12374581939799331,0.24749163879598662,0.3883779264214047,0.4531772575250836
NTCIR12-MathWiki-5,Generalized_beta_distribution.html,6931,RELEVANT,0.9342086279036214,0.19607560236618093,0.1557014379839369,0.09803780118309047,0.19607560236618093,0.36811426922522006,0.7304862213244842
NTCIR12-MathWiki-5,Generalized_hypergeometric_function.html,21266,RELEVANT,0.1902097244427725,0.0001880936706479827,0.023776215555346564,9.404683532399135e-05,0.0001880936706479827,0.09001065864133673,0.18776450672434872
NTCIR12-MathWiki-5,Hermite_polynomials.html,31223,PARTIALLY RELEVANT,0.8589181052429299,0.027543797841334913,0.10736476315536624,0.013771898920667457,0.027543797841334913,0.43653716811324983,0.8303494219005221
NTCIR12-MathWiki-5,Hyperarithmetical_theory.html,2711,NOT RELEVANT,0.9535226853559572,0.0007377351530800443,0.0216709701217263,0.00036886757654002215,0.0007377351530800443,0.31091679263614946,0.8804869052010328
NTCIR12-MathWiki-5,Hypergeometric_function.html,18116,RELEVANT,0.414550673437845,0.3992603223669684,0.13818355781261502,0.1996301611834842,0.3992603223669684,0.4069054979024067,0.414550673437845
NTCIR12-MathWiki-5,Hyperoperation.html,9420,NOT RELEVANT,0.971656050955414,0.01326963906581741,0.035987261146496814,0.006634819532908705,0.01326963906581741,0.29022630766261337,0.971656050955414
NTCIR12-MathWiki-5,Improper_rotation.html,261,NOT RELEVANT,0.3371647509578544,0.02681992337164751,0.0481663929939792,0.013409961685823755,0.02681992337164751,0.18122605363984673,0.3371647509578544
NTCIR12-MathWiki-5,J-invariant.html,11972,PARTIALLY RELEVANT,0.52731373204143,0.056298028733711994,0.04056259477241769,0.028149014366855997,0.056298028733711994,0.2159831272970264,0.34179752756431675
NTCIR12-MathWiki-5,Jacobi_elliptic_functions.html,8551,NOT RELEVANT,0.9445678867968659,0.0019880715705765406,0.05903549292480412,0.0009940357852882703,0.0019880715705765406,0.2794059174365571,0.9445678867968659
NTCIR12-MathWiki-5,Jacobi_theta_functions_(notational_variations).html,1771,NOT RELEVANT,0.4748729531338227,0.000564652738565782,0.04748729531338226,0.000282326369282891,0.000564652738565782,0.21339168078298515,0.4748729531338227
NTCIR12-MathWiki-5,Kleene's_O.html,2338,NOT RELEVANT,0.9820359281437125,0.014970059880239521,0.03386330786702457,0.0074850299401197605,0.014970059880239521,0.29709458633752905,0.8900769888793841
NTCIR12-MathWiki-5,Knuth's_up-arrow_notation.html,11071,NOT RELEVANT,0.9957546743744919,0.00018065215427693975,0.030174384071954302,9.032607713846988e-05,0.00018065215427693975,0.36047353167155655,0.9897028272062144
NTCIR12-MathWiki-5,Modern_Arabic_mathematical_notation.html,1581,NOT RELEVANT,0.948134092346616,0.013282732447817837,0.049901794334032426,0.006641366223908918,0.013282732447817837,0.2711715510576991,0.8829854522454142
NTCIR12-MathWiki-5,Multi-index_notation.html,5183,NOT RELEVANT,0.9988423692841983,0.06289793555855681,0.11098248547602203,0.03144896777927841,0.06289793555855681,0.41320181362145475,0.934207987651939
NTCIR12-MathWiki-5,Notation_for_differentiation.html,3211,NOT RELEVANT,0.9975085643101838,0.003114294612270321,0.025577142674620093,0.0015571473061351605,0.003114294612270321,0.281007416634947,0.8041108688881968
NTCIR12-MathWiki-5,Ordinal_notation.html,951,NOT RELEVANT,0.9978969505783386,0.005257623554153523,0.029349910311127603,0.0026288117770767614,0.005257623554153523,0.3803014370837715,0.9348054679284963
NTCIR12-MathWiki-5,Pade_table.html,7656,PARTIALLY RELEVANT,0.7498693834900731,0.18260188087774296,0.24995646116335773,0.09130094043887148,0.18260188087774296,0.3749346917450366,0.5672675026123302
NTCIR12-MathWiki-5,Parabolic_cylinder_function.html,3745,PARTIALLY RELEVANT,0.8208277703604806,0.315086782376502,0.2736092567868269,0.157543391188251,0.315086782376502,0.5679572763684914,0.8208277703604806
NTCIR12-MathWiki-5,Peano-Russell_notation.html,432,NOT RELEVANT,0.8935185185185185,0.023148148148148147,0.0992798353909465,0.011574074074074073,0.023148148148148147,0.7433449074074074,0.8935185185185185
NTCIR12-MathWiki-5,Pentation.html,2358,NOT RELEVANT,0.6229855810008482,0.0275657336726039,0.051915465083404014,0.01378286683630195,0.0275657336726039,0.2379399915182358,0.43765903307888043
NTCIR12-MathWiki-5,Polish_notation.html,1520,NOT RELEVANT,0.9809210526315789,0.002631578947368421,0.01783492822966507,0.0013157894736842105,0.002631578947368421,0.23737769905533063,0.925
NTCIR12-MathWiki-5,Ricci_calculus.html,17140,NOT RELEVANT,0.9814469078179696,0.011260210035005835,0.04267160468773781,0.005630105017502917,0.011260210035005835,0.6338348058009667,0.894049008168028
NTCIR12-MathWiki-5,Scientific_notation.html,2335,NOT RELEVANT,0.9884368308351178,0.004282655246252677,0.015444325481798716,0.0021413276231263384,0.004282655246252677,0.4565034192166886,0.9884368308351178
NTCIR12-MathWiki-5,Set_notation.html,2050,NOT RELEVANT,0.9414634146341463,0.003902439024390244,0.05230352303523036,0.001951219512195122,0.003902439024390244,0.28525107604017214,0.5141463414634146
NTCIR12-MathWiki-5,Sommerfeld_identity.html,1090,NOT RELEVANT,0.4798165137614679,0.01651376146788991,0.11995412844036697,0.008256880733944955,0.01651376146788991,0.3229357798165138,0.4798165137614679
NTCIR12-MathWiki-5,Summation.html,11172,NOT RELEVANT,0.9847833870390261,0.001611170784103115,0.057928434531707415,0.0008055853920515575,0.001611170784103115,0.3040807801817469,0.9847833870390261
NTCIR12-MathWiki-5,Table_of_simple_cubic_graphs.html,649,NOT RELEVANT,0.7503852080123267,0.01848998459167951,0.07503852080123267,0.009244992295839754,0.01848998459167951,0.2836598429818769,0.7503852080123267
NTCIR12-MathWiki-5,Tensor_contraction.html,2789,NOT RELEVANT,0.8304051631409107,0.008963786303334529,0.08304051631409107,0.0044818931516672645,0.008963786303334529,0.32792518226365486,0.7977769809967731
NTCIR12-MathWiki-5,Tetration.html,12259,NOT RELEVANT,0.9884166734643935,0.00016314544416347175,0.0205920140305082,8.157272208173587e-05,0.00016314544416347175,0.31525281103893593,0.9884166734643935
NTCIR12-MathWiki-5,Transient_kinetic_isotope_fractionation.html,20278,NOT RELEVANT,0.6793076240260381,0.007347864680935004,0.0679307624026038,0.003673932340467502,0.007347864680935004,0.2941453792287208,0.6196863596015386
NTCIR12-MathWiki-5,Vector_notation.html,4191,NOT RELEVANT,0.9968981150083512,0.0021474588403722263,0.023735669404960746,0.0010737294201861132,0.0021474588403722263,0.41137170687888613,0.9968981150083512
NTCIR12-MathWiki-5,Weierstrass's_elliptic_functions.html,12960,NOT RELEVANT,0.9324074074074075,0.030401234567901236,0.051800411522633746,0.015200617283950618,0.030401234567901236,0.4172894620811287,0.9324074074074075
NTCIR12-MathWiki-6,Airy_disk.html,5387,NOT RELEVANT,0.9491368108409133,0.05940226471134212,0.022072949089323567,0.02970113235567106,0.05940226471134212,0.4244963624952487,0.7594208279190644
NTCIR12-MathWiki-6,Algebraic_data_type.html,1375,NOT RELEVANT,0.8654545454545455,0.0014545454545454545,0.024727272727272726,0.0007272727272727272,0.0014545454545454545,0.28147800586510263,0.8654545454545455
NTCIR12-MathWiki-6,Ambisonics.html,4192,NOT RELEVANT,0.49236641221374045,0.11975190839694656,0.0703380588876772,0.05987595419847328,0.11975190839694656,0.28908237913486,0.3726145038167939
NTCIR12-MathWiki-6,Automatic_vectorization.html,1836,NOT RELEVANT,0.485838779956427,0.485838779956427,0.2429193899782135,0.2429193899782135,0.485838779956427,0.485838779956427,0.485838779956427
NTCIR12-MathWiki-6,Bit_error_rate.html,2341,NOT RELEVANT,0.20034173430158053,0.0008543357539513029,0.005565048175043903,0.00042716787697565144,0.0008543357539513029,0.09190211753219014,0.19094404100811618
NTCIR12-MathWiki-6,Burst_error-correcting_code.html,17658,NOT RELEVANT,0.46800317136708575,0.00016989466530750936,0.022285865303194558,8.494733265375468e-05,0.00016989466530750936,0.16034658511722732,0.4678332767017782
NTCIR12-MathWiki-6,Carbonic_anhydrase.html,2192,NOT RELEVANT,0.28147810218978103,0.2363138686131387,0.09382603406326033,0.11815693430656934,0.2363138686131387,0.25889598540145986,0.28147810218978103
NTCIR12-MathWiki-6,Compartmental_modelling_of_dendrites.html,5394,NOT RELEVANT,0.19540229885057472,0.18984056358917314,0.06513409961685823,0.09492028179458657,0.18984056358917314,0.19262143121987393,0.19540229885057472
NTCIR12-MathWiki-6,Continued_fraction.html,22047,RELEVANT,0.9445729577720324,0.04907697192361773,0.07265945829015634,0.024538485961808864,0.04907697192361773,0.4280044580085402,0.8945434753027622
NTCIR12-MathWiki-6,Contrast_(vision).html,1783,NOT RELEVANT,0.6505888951205833,0.007851934941110488,0.06505888951205833,0.003925967470555244,0.007851934941110488,0.32428491306786317,0.6505888951205833
NTCIR12-MathWiki-6,Cyclic_code.html,10125,NOT RELEVANT,0.837037037037037,9.876543209876543e-05,0.05580246913580247,4.938271604938271e-05,9.876543209876543e-05,0.1806145404663923,0.52
NTCIR12-MathWiki-6,Diffractive_beam_splitter.html,404,NOT RELEVANT,0.6485148514851485,0.04950495049504951,0.07205720572057206,0.024752475247524754,0.04950495049504951,0.2620668316831683,0.5866336633663366
NTCIR12-MathWiki-6,Diffusion_MRI.html,10546,NOT RELEVANT,0.8066565522472976,0.018680068272330742,0.11523665032104251,0.009340034136165371,0.018680068272330742,0.1857955622985018,0.8066565522472976
NTCIR12-MathWiki-6,Digital_camouflage.html,985,NOT RELEVANT,0.9776649746192894,0.0020304568527918783,0.017458303118201596,0.0010152284263959391,0.0020304568527918783,0.2353853253345639,0.515736040609137
NTCIR12-MathWiki-6,Display_contrast.html,1415,NOT RELEVANT,0.8296819787985866,0.009187279151943463,0.03457008244994111,0.004593639575971731,0.009187279151943463,0.39119955365445414,0.8134275618374558
NTCIR12-MathWiki-6,Draft:Adaptive_filtering_by_optimal_projection.html,1827,NOT RELEVANT,0.9660645867542419,0.04050355774493705,0.0966064586754242,0.020251778872468526,0.04050355774493705,0.47783251231527096,0.9660645867542419
NTCIR12-MathWiki-6,DSRP.html,2710,NOT RELEVANT,0.8195571955719557,0.00036900369003690036,0.05122232472324723,0.00018450184501845018,0.00036900369003690036,0.2346460919154646,0.5254612546125461
NTCIR12-MathWiki-6,Dual-band_blade_antenna.html,1664,NOT RELEVANT,0.9284855769230769,0.07752403846153846,0.04886766194331983,0.03876201923076923,0.07752403846153846,0.2726028311965812,0.6454326923076923
NTCIR12-MathWiki-6,Fiber_Bragg_grating.html,4460,NOT RELEVANT,0.09753363228699552,0.02443946188340807,0.016255605381165918,0.012219730941704036,0.02443946188340807,0.05655829596412556,0.09753363228699552
NTCIR12-MathWiki-6,FM-index.html,2708,NOT RELEVANT,0.8759231905465288,0.20937961595273263,0.05474519940915805,0.10468980797636632,0.20937961595273263,0.39839980305268335,0.6665435745937962
NTCIR12-MathWiki-6,Frequent_subtree_mining.html,765,NOT RELEVANT,0.9568627450980393,0.011764705882352941,0.10631808278867101,0.0058823529411764705,0.011764705882352941,0.4696078431372549,0.8888888888888888
NTCIR12-MathWiki-6,Gamma_matrices.html,24416,NOT RELEVANT,0.834043250327654,0.07912844036697247,0.06415717310212724,0.03956422018348624,0.07912844036697247,0.41606323722149413,0.6869266055045872
NTCIR12-MathWiki-6,Generalized_continued_fraction.html,26306,RELEVANT,0.25526495856458603,0.0006462404014293317,0.028362773173842892,0.00032312020071466584,0.0006462404014293317,0.08174126489339749,0.25526495856458603
NTCIR12-MathWiki-6,Gradient_pattern_analysis.html,595,NOT RELEVANT,0.6588235294117647,0.008403361344537815,0.054901960784313725,0.004201680672268907,0.008403361344537815,0.28084033613445375,0.6504201680672269
NTCIR12-MathWiki-6,Inductive_probability.html,18989,NOT RELEVANT,0.673389857285797,0.0011585654852809522,0.03206618368027605,0.0005792827426404761,0.0011585654852809522,0.11697464223926912,0.6671757333192901
NTCIR12-MathWiki-6,LePUS3.html,460,NOT RELEVANT,0.8956521739130435,0.004347826086956522,0.049758454106280194,0.002173913043478261,0.004347826086956522,0.3471497584541063,0.8630434782608696
NTCIR12-MathWiki-6,Literal_movement_grammar.html,2179,NOT RELEVANT,0.027535566773749427,0.0009178522257916476,0.004589261128958238,0.0004589261128958238,0.0009178522257916476,0.01101422670949977,0.027535566773749427
NTCIR12-MathWiki-6,Look-and-say_sequence.html,735,NOT RELEVANT,0.6272108843537415,0.0027210884353741495,0.07840136054421769,0.0013605442176870747,0.0027210884353741495,0.3108843537414966,0.6272108843537415
NTCIR12-MathWiki-6,McCarthy_91_function.html,842,NOT RELEVANT,0.3171021377672209,0.0011876484560570072,0.06342042755344418,0.0005938242280285036,0.0011876484560570072,0.20447347585114806,0.3159144893111639
NTCIR12-MathWiki-6,Multiplication.html,6156,NOT RELEVANT,0.8892137751786875,0.046621182586094864,0.0684010596291298,0.023310591293047432,0.046621182586094864,0.23793859649122806,0.5523066926575698
NTCIR12-MathWiki-6,Negative_feedback_amplifier.html,6840,NOT RELEVANT,0.035380116959064324,0.019005847953216373,0.01179337231968811,0.009502923976608187,0.019005847953216373,0.027192982456140352,0.035380116959064324
NTCIR12-MathWiki-6,Octahedron.html,2627,NOT RELEVANT,0.19451846212409593,0.18385991625428244,0.04862961553102398,0.09192995812714122,0.18385991625428244,0.18804720213170917,0.19451846212409593
NTCIR12-MathWiki-6,Optical_resolution.html,5339,NOT RELEVANT,0.9666604233002435,0.005244427795467316,0.04603144872858302,0.002622213897733658,0.005244427795467316,0.4956608603358931,0.9666604233002435
NTCIR12-MathWiki-6,Pattern_(casting).html,862,NOT RELEVANT,0.8723897911832946,0.008120649651972157,0.014070803083601527,0.004060324825986079,0.008120649651972157,0.20655357346620515,0.5452436194895591
NTCIR12-MathWiki-6,Pattern_recognition.html,5534,PARTIALLY RELEVANT,0.9954824719913263,0.0018070112034694614,0.016319384786743055,0.0009035056017347307,0.0018070112034694614,0.4344173815456603,0.9056740151788941
NTCIR12-MathWiki-6,Pattern_theory.html,2982,PARTIALLY RELEVANT,0.994634473507713,0.00033534540576794097,0.024259377402627146,0.00016767270288397049,0.00033534540576794097,0.3008505578928114,0.7880617035546613
NTCIR12-MathWiki-6,Permutation_pattern.html,2583,NOT RELEVANT,0.9949670925280681,0.001548586914440573,0.015307186038893356,0.0007742934572202865,0.001548586914440573,0.3032191458627336,0.6473093302361596
NTCIR12-MathWiki-6,Picture_language.html,172,NOT RELEVANT,0.29651162790697677,0.06976744186046512,0.07412790697674419,0.03488372093023256,0.06976744186046512,0.14825581395348839,0.22674418604651161
NTCIR12-MathWiki-6,Proton_nuclear_magnetic_resonance.html,1592,NOT RELEVANT,0.8159547738693468,0.6513819095477387,0.16319095477386936,0.32569095477386933,0.6513819095477387,0.7182788944723618,0.8159547738693468
NTCIR12-MathWiki-6,Pseudo-Zernike_polynomials.html,4106,NOT RELEVANT,0.9917194349732099,0.1731612274719922,0.19834388699464198,0.0865806137359961,0.1731612274719922,0.6520944958597175,0.9917194349732099
NTCIR12-MathWiki-6,Quantized_state_systems_method.html,1887,NOT RELEVANT,0.025437201907790145,0.0021197668256491787,0.008479067302596715,0.0010598834128245894,0.0021197668256491787,0.012718600953895072,0.023317435082140965
NTCIR12-MathWiki-6,Radiation_pattern.html,2287,NOT RELEVANT,0.9597726278968081,0.0008745080891998251,0.026660350774911336,0.00043725404459991256,0.0008745080891998251,0.16875507527016054,0.9221687800612156
NTCIR12-MathWiki-6,Rayleigh_sky_model.html,2503,NOT RELEVANT,0.9356771873751498,0.0007990411506192569,0.01990802526330106,0.00039952057530962844,0.0007990411506192569,0.3596931301485836,0.9292848581701958
NTCIR12-MathWiki-6,Redundant_proof.html,2427,NOT RELEVANT,0.9052327976926247,0.580964153275649,0.22630819942315616,0.2904820766378245,0.580964153275649,0.7121274550199148,0.9052327976926247
NTCIR12-MathWiki-6,Regular.html,653,PARTIALLY RELEVANT,0.21592649310872894,0.21592649310872894,0.10796324655436447,0.10796324655436447,0.21592649310872894,0.21592649310872894,0.21592649310872894
NTCIR12-MathWiki-6,Skew_and_direct_sums_of_permutations.html,2827,NOT RELEVANT,0.9819596745666784,0.04810753448885745,0.10910663050740872,0.024053767244428724,0.04810753448885745,0.5763667806469362,0.9819596745666784
NTCIR12-MathWiki-6,Sparse_distributed_memory.html,4515,NOT RELEVANT,0.7364341085271318,0.0008859357696566999,0.02165982672138623,0.00044296788482834997,0.0008859357696566999,0.2584865263935031,0.7364341085271318
NTCIR12-MathWiki-6,Suffix_tree.html,2867,PARTIALLY RELEVANT,0.620160446459714,0.048831531217300314,0.08859434949424486,0.024415765608650157,0.048831531217300314,0.2890361585862109,0.5713289152424137
NTCIR12-MathWiki-6,Symbolic_Cholesky_decomposition.html,326,NOT RELEVANT,0.7208588957055214,0.20245398773006135,0.24028629856850714,0.10122699386503067,0.20245398773006135,0.4616564417177914,0.7208588957055214
NTCIR12-MathWiki-6,Tajima's_D.html,3094,PARTIALLY RELEVANT,0.24402068519715578,0.23270846800258566,0.08134022839905193,0.11635423400129283,0.23270846800258566,0.23836457659987073,0.24402068519715578
NTCIR12-MathWiki-6,Teiresias_algorithm.html,648,NOT RELEVANT,0.9182098765432098,0.0015432098765432098,0.020868406285072954,0.0007716049382716049,0.0015432098765432098,0.2952674897119342,0.8101851851851852
NTCIR12-MathWiki-6,Transverse_mode.html,2197,NOT RELEVANT,0.7992717341829768,0.01775147928994083,0.053284782278865114,0.008875739644970414,0.01775147928994083,0.2616555042590546,0.7587619481110606
NTCIR12-MathWiki-9,Arnold_tongue.html,1138,PARTIALLY RELEVANT,0.004393673110720563,0.0008787346221441124,0.0014645577035735209,0.0004393673110720562,0.0008787346221441124,0.0021968365553602814,0.0035149384885764497
NTCIR12-MathWiki-9,Bessel_function.html,29212,PARTIALLY RELEVANT,0.7452074489935643,3.423250718882651e-05,0.03726037244967822,1.7116253594413254e-05,3.423250718882651e-05,0.27508101693368026,0.6944406408325345
NTCIR12-MathWiki-9,Binomial_coefficient.html,26432,PARTIALLY RELEVANT,0.8872578692493946,3.7832929782082326e-05,0.08065980629539951,1.8916464891041163e-05,3.7832929782082326e-05,0.367832010982359,0.8872578692493946
NTCIR12-MathWiki-9,Catalan_number.html,7534,PARTIALLY RELEVANT,0.8895672949296523,0.00013273161667109106,0.059304486328643484,6.636580833554553e-05,0.00013273161667109106,0.25868064773028937,0.8895672949296523
NTCIR12-MathWiki-9,Chebyshev_equation.html,1556,PARTIALLY RELEVANT,0.14460154241645246,0.0006426735218508997,0.036150385604113114,0.00032133676092544985,0.0006426735218508997,0.0959725792630677,0.14395886889460155
NTCIR12-MathWiki-9,Chebyshev_polynomials.html,28717,PARTIALLY RELEVANT,0.9930354842079604,3.482257896019779e-05,0.04317545583512871,1.7411289480098895e-05,3.482257896019779e-05,0.3675672448872992,0.9930354842079604
NTCIR12-MathWiki-9,Classical_orthogonal_polynomials.html,26624,PARTIALLY RELEVANT,0.9459134615384616,3.7560096153846156e-05,0.02489245951417004,1.8780048076923078e-05,3.7560096153846156e-05,0.2555054754273504,0.9458759014423077
NTCIR12-MathWiki-9,Clenshaw_algorithm.html,7197,PARTIALLY RELEVANT,0.9870779491454773,0.00013894678338196472,0.0519514710076567,6.947339169098236e-05,0.00013894678338196472,0.3522499454137637,0.9869390023620953
NTCIR12-MathWiki-9,Combinatorial_principles.html,1040,PARTIALLY RELEVANT,0.9057692307692308,0.0009615384615384616,0.10064102564102564,0.0004807692307692308,0.0009615384615384616,0.3984134615384616,0.9057692307692308
NTCIR12-MathWiki-9,Companion_matrix.html,2005,PARTIALLY RELEVANT,0.0004987531172069825,0.0004987531172069825,0.00024937655860349125,0.00024937655860349125,0.0004987531172069825,0.0004987531172069825,0.0004987531172069825
NTCIR12-MathWiki-9,Continuous_q-Hermite_polynomials.html,1504,PARTIALLY RELEVANT,0.9388297872340425,0.0013297872340425532,0.3129432624113475,0.0006648936170212766,0.0013297872340425532,0.47007978723404253,0.9388297872340425
NTCIR12-MathWiki-9,Coupled_map_lattice.html,1954,RELEVANT,0.8638689866939611,0.5609007164790174,0.21596724667349027,0.2804503582395087,0.5609007164790174,0.7514500170590241,0.8638689866939611
NTCIR12-MathWiki-9,Dawson_function.html,5575,PARTIALLY RELEVANT,0.8509417040358744,0.00017937219730941703,0.1418236173393124,8.968609865470852e-05,0.00017937219730941703,0.4175067264573991,0.850762331838565
NTCIR12-MathWiki-9,Derangement.html,2366,PARTIALLY RELEVANT,0.6644125105663568,0.06297548605240913,0.13288250211327132,0.031487743026204565,0.06297548605240913,0.3322062552831784,0.6014370245139475
NTCIR12-MathWiki-9,Digamma_function.html,12862,PARTIALLY RELEVANT,0.9779194526512206,7.774840615767377e-05,0.06519463017674804,3.887420307883688e-05,7.774840615767377e-05,0.38935152275806917,0.7615456383144146
NTCIR12-MathWiki-9,Discrete_time_and_continuous_time.html,1058,RELEVANT,0.000945179584120983,0.000945179584120983,0.0004725897920604915,0.0004725897920604915,0.000945179584120983,0.000945179584120983,0.000945179584120983
NTCIR12-MathWiki-9,Dyadic_transformation.html,1373,RELEVANT,0.47050254916241807,0.0007283321194464676,0.11762563729060452,0.0003641660597232338,0.0007283321194464676,0.2869628550619082,0.47050254916241807
NTCIR12-MathWiki-9,Eigenvalues_and_eigenvectors_of_the_second_derivative.html,9892,PARTIALLY RELEVANT,0.5,0.033663566518398705,0.07142857142857142,0.016831783259199352,0.033663566518398705,0.2140315406389001,0.4663364334816013
NTCIR12-MathWiki-9,Embree–Trefethen_constant.html,296,PARTIALLY RELEVANT,0.918918918918919,0.0033783783783783786,0.22972972972972974,0.0016891891891891893,0.0033783783783783786,0.4594594594594595,0.918918918918919
NTCIR12-MathWiki-9,Favard's_theorem.html,332,PARTIALLY RELEVANT,0.1716867469879518,0.0030120481927710845,0.0286144578313253,0.0015060240963855422,0.0030120481927710845,0.07597054886211513,0.1716867469879518
NTCIR12-MathWiki-9,Fibonacci_number.html,21418,PARTIALLY RELEVANT,0.9069474273975161,4.668970025212438e-05,0.06478195909982258,2.334485012606219e-05,4.668970025212438e-05,0.2972533116337393,0.9069474273975161
NTCIR12-MathWiki-9,Foster's_theorem.html,410,NOT RELEVANT,0.8853658536585366,0.7682926829268293,0.22134146341463415,0.38414634146341464,0.7682926829268293,0.8390243902439024,0.8853658536585366
